hour,time
2494,H16
2495,H13
2496,H13
2497,H13
2498,H13
2499,H13
2500,H13
2501,H13
2502,H13
2503,H14
2504,H14
2505,H14
2506,H14
2507,H14
2508,H14
2509,H14
2510,H15
2511,H15
2512,H15
2513,H15
2514,H16
2515,H16
2516,H16
2517,H16
2518,H16
2519,H13
2520,H13
2521,H13
2522,H13
2523,H13
2524,H13
2525,H13
2526,H13
2527,H14
2528,H14
2529,H14
2530,H14
2531,H14
2532,H14
2533,H14
2534,H15
2535,H15
2536,H15
2537,H15
2538,H16
2539,H16
2540,H16
2541,H16
2542,H16
2543,H13
2544,H13
2545,H13
2546,H13
2547,H13
2548,H13
2549,H13
2550,H13
2551,H14
2552,H14
2553,H14
2554,H14
2555,H14
2556,H14
2557,H14
2558,H15
2559,H15
2560,H15
2561,H15
2562,H16
2563,H16
2564,H16
2565,H16
2566,H16
2567,H13
2568,H13
2569,H13
2570,H13
2571,H13
2572,H13
2573,H13
2574,H13
2575,H14
2576,H14
2577,H14
2578,H14
2579,H14
2580,H14
2581,H14
2582,H15
2583,H15
2584,H15
2585,H15
2586,H16
2587,H16
2588,H16
2589,H16
2590,H16
2591,H13
2592,H13
2593,H13
2594,H13
2595,H13
2596,H13
2597,H13
2598,H13
2599,H14
2600,H14
2601,H14
2602,H14
2603,H14
2604,H14
2605,H14
2606,H15
2607,H15
2608,H15
2609,H15
2610,H16
2611,H16
2612,H16
2613,H16
2614,H16
2615,H13
2616,H13
2617,H13
2618,H13
2619,H13
2620,H13
2621,H13
2622,H13
2623,H14
2624,H14
2625,H14
2626,H14
2627,H14
2628,H14
2629,H14
2630,H15
2631,H15
2632,H15
2633,H15
2634,H16
2635,H16
2636,H16
2637,H16
2638,H16
2639,H13
2640,H13
2641,H13
2642,H13
2643,H13
2644,H13
2645,H13
2646,H13
2647,H14
2648,H14
2649,H14
2650,H14
2651,H14
2652,H14
2653,H14
2654,H15
2655,H15
2656,H15
2657,H15
2658,H16
2659,H16
2660,H16
2661,H16
2662,H16
2663,H13
2664,H13
2665,H13
2666,H13
2667,H13
2668,H13
2669,H13
2670,H13
2671,H14
2672,H14
2673,H14
2674,H14
2675,H14
2676,H14
2677,H14
2678,H15
2679,H15
2680,H15
2681,H15
2682,H16
2683,H16
2684,H16
2685,H16
2686,H16
2687,H13
2688,H13
2689,H13
2690,H13
2691,H13
2692,H13
2693,H13
2694,H13
2695,H14
2696,H14
2697,H14
2698,H14
2699,H14
2700,H14
2701,H14
2702,H15
2703,H15
2704,H15
2705,H15
2706,H16
2707,H16
2708,H16
2709,H16
2710,H16
2711,H13
2712,H13
2713,H13
2714,H13
2715,H13
2716,H13
2717,H13
2718,H13
2719,H14
2720,H14
2721,H14
2722,H14
2723,H14
2724,H14
2725,H14
2726,H15
2727,H15
2728,H15
2729,H15
2730,H16
2731,H16
2732,H16
2733,H16
2734,H16
2735,H13
2736,H13
2737,H13
2738,H13
2739,H13
2740,H13
2741,H13
2742,H13
2743,H14
2744,H14
2745,H14
2746,H14
2747,H14
2748,H14
2749,H14
2750,H15
2751,H15
2752,H15
2753,H15
2754,H16
2755,H16
2756,H16
2757,H16
2758,H16
2759,H13
2760,H13
2761,H13
2762,H13
2763,H13
2764,H13
2765,H13
2766,H13
2767,H14
2768,H14
2769,H14
2770,H14
2771,H14
2772,H14
2773,H14
2774,H15
2775,H15
2776,H15
2777,H15
2778,H16
2779,H16
2780,H16
2781,H16
2782,H16
2783,H13
2784,H13
2785,H13
2786,H13
2787,H13
2788,H13
2789,H13
2790,H13
2791,H14
2792,H14
2793,H14
2794,H14
2795,H14
2796,H14
2797,H14
2798,H15
2799,H15
2800,H15
2801,H15
2802,H16
2803,H16
2804,H16
2805,H16
2806,H16
2807,H13
2808,H13
2809,H13
2810,H13
2811,H13
2812,H13
2813,H13
2814,H13
2815,H14
2816,H14
2817,H14
2818,H14
2819,H14
2820,H14
2821,H14
2822,H15
2823,H15
2824,H15
2825,H15
2826,H16
2827,H16
2828,H16
2829,H16
2830,H16
2831,H13
2832,H13
2833,H13
2834,H13
2835,H13
2836,H13
2837,H13
2838,H13
2839,H14
2840,H14
2841,H14
2842,H14
2843,H14
2844,H14
2845,H14
2846,H15
2847,H15
2848,H15
2849,H15
2850,H16
2851,H16
2852,H16
2853,H16
2854,H16
2855,H13
2856,H13
2857,H13
2858,H13
2859,H13
2860,H13
2861,H13
2862,H13
2863,H14
2864,H14
2865,H14
2866,H14
2867,H14
2868,H14
2869,H14
2870,H15
2871,H15
2872,H15
2873,H15
2874,H16
2875,H16
2876,H16
2877,H16
2878,H16
2879,H13
2880,H13
2881,H13
2882,H13
2883,H13
2884,H13
2885,H13
2886,H13
2887,H14
2888,H14
2889,H14
2890,H14
2891,H14
2892,H14
2893,H14
2894,H15
2895,H15
2896,H15
2897,H15
2898,H16
2899,H16
2900,H16
2901,H16
2902,H16
2903,H13
2904,H13
2905,H13
2906,H13
2907,H13
2908,H13
2909,H13
2910,H13
2911,H14
2912,H14
2913,H14
2914,H14
2915,H14
2916,H14
2917,H14
2918,H15
2919,H15
2920,H15
2921,H15
2922,H16
2923,H16
2924,H16
2925,H16
2926,H16
2927,H13
2928,H13
2929,H13
2930,H13
2931,H13
2932,H13
2933,H13
2934,H13
2935,H14
2936,H14
2937,H14
2938,H14
2939,H14
2940,H14
2941,H14
2942,H15
2943,H15
2944,H15
2945,H15
2946,H16
2947,H16
2948,H16
2949,H16
2950,H16
2951,H13
2952,H13
2953,H13
2954,H13
2955,H13
2956,H13
2957,H13
2958,H13
2959,H14
2960,H14
2961,H14
2962,H14
2963,H14
2964,H14
2965,H14
2966,H15
2967,H15
2968,H15
2969,H15
2970,H16
2971,H16
2972,H16
2973,H16
2974,H16
2975,H13
2976,H13
2977,H13
2978,H13
2979,H13
2980,H13
2981,H13
2982,H13
2983,H14
2984,H14
2985,H14
2986,H14
2987,H14
2988,H14
2989,H14
2990,H15
2991,H15
2992,H15
2993,H15
2994,H16
2995,H16
2996,H16
2997,H16
2998,H16
2999,H13
3000,H13
3001,H13
3002,H13
3003,H13
3004,H13
3005,H13
3006,H13
3007,H14
3008,H14
3009,H14
3010,H14
3011,H14
3012,H14
3013,H14
3014,H15
3015,H15
3016,H15
3017,H15
3018,H16
3019,H16
3020,H16
3021,H16
3022,H16
3023,H13
3024,H13
3025,H13
3026,H13
3027,H13
3028,H13
3029,H13
3030,H13
3031,H14
3032,H14
3033,H14
3034,H14
3035,H14
3036,H14
3037,H14
3038,H15
3039,H15
3040,H15
3041,H15
3042,H16
3043,H16
3044,H16
3045,H16
3046,H16
3047,H13
3048,H13
3049,H13
3050,H13
3051,H13
3052,H13
3053,H13
3054,H13
3055,H14
3056,H14
3057,H14
3058,H14
3059,H14
3060,H14
3061,H14
3062,H15
3063,H15
3064,H15
3065,H15
3066,H16
3067,H16
3068,H16
3069,H16
3070,H16
3071,H13
3072,H13
3073,H13
3074,H13
3075,H13
3076,H13
3077,H13
3078,H13
3079,H14
3080,H14
3081,H14
3082,H14
3083,H14
3084,H14
3085,H14
3086,H15
3087,H15
3088,H15
3089,H15
3090,H16
3091,H16
3092,H16
3093,H16
3094,H16
3095,H13
3096,H13
3097,H13
3098,H13
3099,H13
3100,H13
3101,H13
3102,H13
3103,H14
3104,H14
3105,H14
3106,H14
3107,H14
3108,H14
3109,H14
3110,H15
3111,H15
3112,H15
3113,H15
3114,H16
3115,H16
3116,H16
3117,H16
3118,H16
3119,H13
3120,H13
3121,H13
3122,H13
3123,H13
3124,H13
3125,H13
3126,H13
3127,H14
3128,H14
3129,H14
3130,H14
3131,H14
3132,H14
3133,H14
3134,H15
3135,H15
3136,H15
3137,H15
3138,H16
3139,H16
3140,H16
3141,H16
3142,H16
3143,H13
3144,H13
3145,H13
3146,H13
3147,H13
3148,H13
3149,H13
3150,H13
3151,H14
3152,H14
3153,H14
3154,H14
3155,H14
3156,H14
3157,H14
3158,H15
3159,H15
3160,H15
3161,H15
3162,H16
3163,H16
3164,H16
3165,H16
3166,H16
3167,H13
3168,H13
3169,H13
3170,H13
3171,H13
3172,H13
3173,H13
3174,H13
3175,H14
3176,H14
3177,H14
3178,H14
3179,H14
3180,H14
3181,H14
3182,H15
3183,H15
3184,H15
3185,H15
3186,H16
3187,H16
3188,H16
3189,H16
3190,H16
3191,H13
3192,H13
3193,H13
3194,H13
3195,H13
3196,H13
3197,H13
3198,H13
3199,H14
3200,H14
3201,H14
3202,H14
3203,H14
3204,H14
3205,H14
3206,H15
3207,H15
3208,H15
3209,H15
3210,H16
3211,H16
3212,H16
3213,H16
3214,H16
3215,H13
3216,H13
3217,H13
3218,H13
3219,H13
3220,H13
3221,H13
3222,H13
3223,H14
3224,H14
3225,H14
3226,H14
3227,H14
3228,H14
3229,H14
3230,H15
3231,H15
3232,H15
3233,H15
3234,H16
3235,H16
3236,H16
3237,H16
3238,H16
3239,H13
3240,H13
3241,H13
3242,H13
3243,H13
3244,H13
3245,H13
3246,H13
3247,H14
3248,H14
3249,H14
3250,H14
3251,H14
3252,H14
3253,H14
3254,H15
3255,H15
3256,H15
3257,H15
3258,H16
3259,H16
3260,H16
3261,H16
3262,H16
3263,H13
3264,H13
3265,H13
3266,H13
3267,H13
3268,H13
3269,H13
3270,H13
3271,H14
3272,H14
3273,H14
3274,H14
3275,H14
3276,H14
3277,H14
3278,H15
3279,H15
3280,H15
3281,H15
3282,H16
3283,H16
3284,H16
3285,H16
3286,H16
3287,H13
3288,H13
3289,H13
3290,H13
3291,H13
3292,H13
3293,H13
3294,H13
3295,H14
3296,H14
3297,H14
3298,H14
3299,H14
3300,H14
3301,H14
3302,H15
3303,H15
3304,H15
3305,H15
3306,H16
3307,H16
3308,H16
3309,H16
3310,H16
3311,H13
3312,H13
3313,H13
3314,H13
3315,H13
3316,H13
3317,H13
3318,H13
3319,H14
3320,H14
3321,H14
3322,H14
3323,H14
3324,H14
3325,H14
3326,H15
3327,H15
3328,H15
3329,H15
3330,H16
3331,H16
3332,H16
3333,H16
3334,H16
3335,H13
3336,H13
3337,H13
3338,H13
3339,H13
3340,H13
3341,H13
3342,H13
3343,H14
3344,H14
3345,H14
3346,H14
3347,H14
3348,H14
3349,H14
3350,H15
3351,H15
3352,H15
3353,H15
3354,H16
3355,H16
3356,H16
3357,H16
3358,H16
3359,H13
3360,H13
3361,H13
3362,H13
3363,H13
3364,H13
3365,H13
3366,H13
3367,H14
3368,H14
3369,H14
3370,H14
3371,H14
3372,H14
3373,H14
3374,H15
3375,H15
3376,H15
3377,H15
3378,H16
3379,H16
3380,H16
3381,H16
3382,H16
3383,H13
3384,H13
3385,H13
3386,H13
3387,H13
3388,H13
3389,H13
3390,H13
3391,H14
3392,H14
3393,H14
3394,H14
3395,H14
3396,H14
3397,H14
3398,H15
3399,H15
3400,H15
3401,H15
3402,H16
3403,H16
3404,H16
3405,H16
3406,H16
3407,H13
3408,H13
3409,H13
3410,H13
3411,H13
3412,H13
3413,H13
3414,H13
3415,H14
3416,H14
3417,H14
3418,H14
3419,H14
3420,H14
3421,H14
3422,H15
3423,H15
3424,H15
3425,H15
3426,H16
3427,H16
3428,H16
3429,H16
3430,H16
3431,H13
3432,H13
3433,H13
3434,H13
3435,H13
3436,H13
3437,H13
3438,H13
3439,H14
3440,H14
3441,H14
3442,H14
3443,H14
3444,H14
3445,H14
3446,H15
3447,H15
3448,H15
3449,H15
3450,H16
3451,H16
3452,H16
3453,H16
3454,H16
3455,H13
3456,H13
3457,H13
3458,H13
3459,H13
3460,H13
3461,H13
3462,H13
3463,H14
3464,H14
3465,H14
3466,H14
3467,H14
3468,H14
3469,H14
3470,H15
3471,H15
3472,H15
3473,H15
3474,H16
3475,H16
3476,H16
3477,H16
3478,H16
3479,H13
3480,H13
3481,H13
3482,H13
3483,H13
3484,H13
3485,H13
3486,H13
3487,H14
3488,H14
3489,H14
3490,H14
3491,H14
3492,H14
3493,H14
3494,H15
3495,H15
3496,H15
3497,H15
3498,H16
3499,H16
3500,H16
3501,H16
3502,H16
3503,H13
3504,H13
3505,H13
3506,H13
3507,H13
3508,H13
3509,H13
3510,H13
3511,H14
3512,H14
3513,H14
3514,H14
3515,H14
3516,H14
3517,H14
3518,H15
3519,H15
3520,H15
3521,H15
3522,H16
3523,H16
3524,H16
3525,H16
3526,H16
3527,H13
3528,H13
3529,H13
3530,H13
3531,H13
3532,H13
3533,H13
3534,H13
3535,H14
3536,H14
3537,H14
3538,H14
3539,H14
3540,H14
3541,H14
3542,H15
3543,H15
3544,H15
3545,H15
3546,H16
3547,H16
3548,H16
3549,H16
3550,H16
3551,H13
3552,H13
3553,H13
3554,H13
3555,H13
3556,H13
3557,H13
3558,H13
3559,H14
3560,H14
3561,H14
3562,H14
3563,H14
3564,H14
3565,H14
3566,H15
3567,H15
3568,H15
3569,H15
3570,H16
3571,H16
3572,H16
3573,H16
3574,H16
3575,H13
3576,H13
3577,H13
3578,H13
3579,H13
3580,H13
3581,H13
3582,H13
3583,H14
3584,H14
3585,H14
3586,H14
3587,H14
3588,H14
3589,H14
3590,H15
3591,H15
3592,H15
3593,H15
3594,H16
3595,H16
3596,H16
3597,H16
3598,H16
3599,H13
3600,H13
3601,H13
3602,H13
3603,H13
3604,H13
3605,H13
3606,H13
3607,H14
3608,H14
3609,H14
3610,H14
3611,H14
3612,H14
3613,H14
3614,H15
3615,H15
3616,H15
3617,H15
3618,H16
3619,H16
3620,H16
3621,H16
3622,H16
3623,H13
3624,H1
3625,H1
3626,H1
3627,H1
3628,H1
3629,H1
3630,H1
3631,H2
3632,H2
3633,H2
3634,H2
3635,H2
3636,H2
3637,H2
3638,H3
3639,H3
3640,H3
3641,H3
3642,H4
3643,H4
3644,H4
3645,H4
3646,H4
3647,H1
3648,H1
3649,H1
3650,H1
3651,H1
3652,H1
3653,H1
3654,H1
3655,H2
3656,H2
3657,H2
3658,H2
3659,H2
3660,H2
3661,H2
3662,H3
3663,H3
3664,H3
3665,H3
3666,H4
3667,H4
3668,H4
3669,H4
3670,H4
3671,H1
3672,H1
3673,H1
3674,H1
3675,H1
3676,H1
3677,H1
3678,H1
3679,H2
3680,H2
3681,H2
3682,H2
3683,H2
3684,H2
3685,H2
3686,H3
3687,H3
3688,H3
3689,H3
3690,H4
3691,H4
3692,H4
3693,H4
3694,H4
3695,H1
3696,H1
3697,H1
3698,H1
3699,H1
3700,H1
3701,H1
3702,H1
3703,H2
3704,H2
3705,H2
3706,H2
3707,H2
3708,H2
3709,H2
3710,H3
3711,H3
3712,H3
3713,H3
3714,H4
3715,H4
3716,H4
3717,H4
3718,H4
3719,H1
3720,H1
3721,H1
3722,H1
3723,H1
3724,H1
3725,H1
3726,H1
3727,H2
3728,H2
3729,H2
3730,H2
3731,H2
3732,H2
3733,H2
3734,H3
3735,H3
3736,H3
3737,H3
3738,H4
3739,H4
3740,H4
3741,H4
3742,H4
3743,H1
3744,H1
3745,H1
3746,H1
3747,H1
3748,H1
3749,H1
3750,H1
3751,H2
3752,H2
3753,H2
3754,H2
3755,H2
3756,H2
3757,H2
3758,H3
3759,H3
3760,H3
3761,H3
3762,H4
3763,H4
3764,H4
3765,H4
3766,H4
3767,H1
3768,H1
3769,H1
3770,H1
3771,H1
3772,H1
3773,H1
3774,H1
3775,H2
3776,H2
3777,H2
3778,H2
3779,H2
3780,H2
3781,H2
3782,H3
3783,H3
3784,H3
3785,H3
3786,H4
3787,H4
3788,H4
3789,H4
3790,H4
3791,H1
3792,H1
3793,H1
3794,H1
3795,H1
3796,H1
3797,H1
3798,H1
3799,H2
3800,H2
3801,H2
3802,H2
3803,H2
3804,H2
3805,H2
3806,H3
3807,H3
3808,H3
3809,H3
3810,H4
3811,H4
3812,H4
3813,H4
3814,H4
3815,H1
3816,H1
3817,H1
3818,H1
3819,H1
3820,H1
3821,H1
3822,H1
3823,H2
3824,H2
3825,H2
3826,H2
3827,H2
3828,H2
3829,H2
3830,H3
3831,H3
3832,H3
3833,H3
3834,H4
3835,H4
3836,H4
3837,H4
3838,H4
3839,H1
3840,H1
3841,H1
3842,H1
3843,H1
3844,H1
3845,H1
3846,H1
3847,H2
3848,H2
3849,H2
3850,H2
3851,H2
3852,H2
3853,H2
3854,H3
3855,H3
3856,H3
3857,H3
3858,H4
3859,H4
3860,H4
3861,H4
3862,H4
3863,H1
3864,H1
3865,H1
3866,H1
3867,H1
3868,H1
3869,H1
3870,H1
3871,H2
3872,H2
3873,H2
3874,H2
3875,H2
3876,H2
3877,H2
3878,H3
3879,H3
3880,H3
3881,H3
3882,H4
3883,H4
3884,H4
3885,H4
3886,H4
3887,H1
3888,H1
3889,H1
3890,H1
3891,H1
3892,H1
3893,H1
3894,H1
3895,H2
3896,H2
3897,H2
3898,H2
3899,H2
3900,H2
3901,H2
3902,H3
3903,H3
3904,H3
3905,H3
3906,H4
3907,H4
3908,H4
3909,H4
3910,H4
3911,H1
3912,H1
3913,H1
3914,H1
3915,H1
3916,H1
3917,H1
3918,H1
3919,H2
3920,H2
3921,H2
3922,H2
3923,H2
3924,H2
3925,H2
3926,H3
3927,H3
3928,H3
3929,H3
3930,H4
3931,H4
3932,H4
3933,H4
3934,H4
3935,H1
3936,H1
3937,H1
3938,H1
3939,H1
3940,H1
3941,H1
3942,H1
3943,H2
3944,H2
3945,H2
3946,H2
3947,H2
3948,H2
3949,H2
3950,H3
3951,H3
3952,H3
3953,H3
3954,H4
3955,H4
3956,H4
3957,H4
3958,H4
3959,H1
3960,H1
3961,H1
3962,H1
3963,H1
3964,H1
3965,H1
3966,H1
3967,H2
3968,H2
3969,H2
3970,H2
3971,H2
3972,H2
3973,H2
3974,H3
3975,H3
3976,H3
3977,H3
3978,H4
3979,H4
3980,H4
3981,H4
3982,H4
3983,H1
3984,H1
3985,H1
3986,H1
3987,H1
3988,H1
3989,H1
3990,H1
3991,H2
3992,H2
3993,H2
3994,H2
3995,H2
3996,H2
3997,H2
3998,H3
3999,H3
4000,H3
4001,H3
4002,H4
4003,H4
4004,H4
4005,H4
4006,H4
4007,H1
4008,H1
4009,H1
4010,H1
4011,H1
4012,H1
4013,H1
4014,H1
4015,H2
4016,H2
4017,H2
4018,H2
4019,H2
4020,H2
4021,H2
4022,H3
4023,H3
4024,H3
4025,H3
4026,H4
4027,H4
4028,H4
4029,H4
4030,H4
4031,H1
4032,H1
4033,H1
4034,H1
4035,H1
4036,H1
4037,H1
4038,H1
4039,H2
4040,H2
4041,H2
4042,H2
4043,H2
4044,H2
4045,H2
4046,H3
4047,H3
4048,H3
4049,H3
4050,H4
4051,H4
4052,H4
4053,H4
4054,H4
4055,H1
4056,H1
4057,H1
4058,H1
4059,H1
4060,H1
4061,H1
4062,H1
4063,H2
4064,H2
4065,H2
4066,H2
4067,H2
4068,H2
4069,H2
4070,H3
4071,H3
4072,H3
4073,H3
4074,H4
4075,H4
4076,H4
4077,H4
4078,H4
4079,H1
4080,H1
4081,H1
4082,H1
4083,H1
4084,H1
4085,H1
4086,H1
4087,H2
4088,H2
4089,H2
4090,H2
4091,H2
4092,H2
4093,H2
4094,H3
4095,H3
4096,H3
4097,H3
4098,H4
4099,H4
4100,H4
4101,H4
4102,H4
4103,H1
4104,H1
4105,H1
4106,H1
4107,H1
4108,H1
4109,H1
4110,H1
4111,H2
4112,H2
4113,H2
4114,H2
4115,H2
4116,H2
4117,H2
4118,H3
4119,H3
4120,H3
4121,H3
4122,H4
4123,H4
4124,H4
4125,H4
4126,H4
4127,H1
4128,H1
4129,H1
4130,H1
4131,H1
4132,H1
4133,H1
4134,H1
4135,H2
4136,H2
4137,H2
4138,H2
4139,H2
4140,H2
4141,H2
4142,H3
4143,H3
4144,H3
4145,H3
4146,H4
4147,H4
4148,H4
4149,H4
4150,H4
4151,H1
4152,H1
4153,H1
4154,H1
4155,H1
4156,H1
4157,H1
4158,H1
4159,H2
4160,H2
4161,H2
4162,H2
4163,H2
4164,H2
4165,H2
4166,H3
4167,H3
4168,H3
4169,H3
4170,H4
4171,H4
4172,H4
4173,H4
4174,H4
4175,H1
4176,H1
4177,H1
4178,H1
4179,H1
4180,H1
4181,H1
4182,H1
4183,H2
4184,H2
4185,H2
4186,H2
4187,H2
4188,H2
4189,H2
4190,H3
4191,H3
4192,H3
4193,H3
4194,H4
4195,H4
4196,H4
4197,H4
4198,H4
4199,H1
4200,H1
4201,H1
4202,H1
4203,H1
4204,H1
4205,H1
4206,H1
4207,H2
4208,H2
4209,H2
4210,H2
4211,H2
4212,H2
4213,H2
4214,H3
4215,H3
4216,H3
4217,H3
4218,H4
4219,H4
4220,H4
4221,H4
4222,H4
4223,H1
4224,H1
4225,H1
4226,H1
4227,H1
4228,H1
4229,H1
4230,H1
4231,H2
4232,H2
4233,H2
4234,H2
4235,H2
4236,H2
4237,H2
4238,H3
4239,H3
4240,H3
4241,H3
4242,H4
4243,H4
4244,H4
4245,H4
4246,H4
4247,H1
4248,H1
4249,H1
4250,H1
4251,H1
4252,H1
4253,H1
4254,H1
4255,H2
4256,H2
4257,H2
4258,H2
4259,H2
4260,H2
4261,H2
4262,H3
4263,H3
4264,H3
4265,H3
4266,H4
4267,H4
4268,H4
4269,H4
4270,H4
4271,H1
4272,H1
4273,H1
4274,H1
4275,H1
4276,H1
4277,H1
4278,H1
4279,H2
4280,H2
4281,H2
4282,H2
4283,H2
4284,H2
4285,H2
4286,H3
4287,H3
4288,H3
4289,H3
4290,H4
4291,H4
4292,H4
4293,H4
4294,H4
4295,H1
4296,H1
4297,H1
4298,H1
4299,H1
4300,H1
4301,H1
4302,H1
4303,H2
4304,H2
4305,H2
4306,H2
4307,H2
4308,H2
4309,H2
4310,H3
4311,H3
4312,H3
4313,H3
4314,H4
4315,H4
4316,H4
4317,H4
4318,H4
4319,H1
4320,H1
4321,H1
4322,H1
4323,H1
4324,H1
4325,H1
4326,H1
4327,H2
4328,H2
4329,H2
4330,H2
4331,H2
4332,H2
4333,H2
4334,H3
4335,H3
4336,H3
4337,H3
4338,H4
4339,H4
4340,H4
4341,H4
4342,H4
4343,H1
4344,H1
4345,H1
4346,H1
4347,H1
4348,H1
4349,H1
4350,H1
4351,H2
4352,H2
4353,H2
4354,H2
4355,H2
4356,H2
4357,H2
4358,H3
4359,H3
4360,H3
4361,H3
4362,H4
4363,H4
4364,H4
4365,H4
4366,H4
4367,H1
4368,H1
4369,H1
4370,H1
4371,H1
4372,H1
4373,H1
4374,H1
4375,H2
4376,H2
4377,H2
4378,H2
4379,H2
4380,H2
4381,H2
4382,H3
4383,H3
4384,H3
4385,H3
4386,H4
4387,H4
4388,H4
4389,H4
4390,H4
4391,H1
4392,H1
4393,H1
4394,H1
4395,H1
4396,H1
4397,H1
4398,H1
4399,H2
4400,H2
4401,H2
4402,H2
4403,H2
4404,H2
4405,H2
4406,H3
4407,H3
4408,H3
4409,H3
4410,H4
4411,H4
4412,H4
4413,H4
4414,H4
4415,H1
4416,H1
4417,H1
4418,H1
4419,H1
4420,H1
4421,H1
4422,H1
4423,H2
4424,H2
4425,H2
4426,H2
4427,H2
4428,H2
4429,H2
4430,H3
4431,H3
4432,H3
4433,H3
4434,H4
4435,H4
4436,H4
4437,H4
4438,H4
4439,H1
4440,H1
4441,H1
4442,H1
4443,H1
4444,H1
4445,H1
4446,H1
4447,H2
4448,H2
4449,H2
4450,H2
4451,H2
4452,H2
4453,H2
4454,H3
4455,H3
4456,H3
4457,H3
4458,H4
4459,H4
4460,H4
4461,H4
4462,H4
4463,H1
4464,H1
4465,H1
4466,H1
4467,H1
4468,H1
4469,H1
4470,H1
4471,H2
4472,H2
4473,H2
4474,H2
4475,H2
4476,H2
4477,H2
4478,H3
4479,H3
4480,H3
4481,H3
4482,H4
4483,H4
4484,H4
4485,H4
4486,H4
4487,H1
4488,H1
4489,H1
4490,H1
4491,H1
4492,H1
4493,H1
4494,H1
4495,H2
4496,H2
4497,H2
4498,H2
4499,H2
4500,H2
4501,H2
4502,H3
4503,H3
4504,H3
4505,H3
4506,H4
4507,H4
4508,H4
4509,H4
4510,H4
4511,H1
4512,H1
4513,H1
4514,H1
4515,H1
4516,H1
4517,H1
4518,H1
4519,H2
4520,H2
4521,H2
4522,H2
4523,H2
4524,H2
4525,H2
4526,H3
4527,H3
4528,H3
4529,H3
4530,H4
4531,H4
4532,H4
4533,H4
4534,H4
4535,H1
4536,H1
4537,H1
4538,H1
4539,H1
4540,H1
4541,H1
4542,H1
4543,H2
4544,H2
4545,H2
4546,H2
4547,H2
4548,H2
4549,H2
4550,H3
4551,H3
4552,H3
4553,H3
4554,H4
4555,H4
4556,H4
4557,H4
4558,H4
4559,H1
4560,H1
4561,H1
4562,H1
4563,H1
4564,H1
4565,H1
4566,H1
4567,H2
4568,H2
4569,H2
4570,H2
4571,H2
4572,H2
4573,H2
4574,H3
4575,H3
4576,H3
4577,H3
4578,H4
4579,H4
4580,H4
4581,H4
4582,H4
4583,H1
4584,H1
4585,H1
4586,H1
4587,H1
4588,H1
4589,H1
4590,H1
4591,H2
4592,H2
4593,H2
4594,H2
4595,H2
4596,H2
4597,H2
4598,H3
4599,H3
4600,H3
4601,H3
4602,H4
4603,H4
4604,H4
4605,H4
4606,H4
4607,H1
4608,H1
4609,H1
4610,H1
4611,H1
4612,H1
4613,H1
4614,H1
4615,H2
4616,H2
4617,H2
4618,H2
4619,H2
4620,H2
4621,H2
4622,H3
4623,H3
4624,H3
4625,H3
4626,H4
4627,H4
4628,H4
4629,H4
4630,H4
4631,H1
4632,H1
4633,H1
4634,H1
4635,H1
4636,H1
4637,H1
4638,H1
4639,H2
4640,H2
4641,H2
4642,H2
4643,H2
4644,H2
4645,H2
4646,H3
4647,H3
4648,H3
4649,H3
4650,H4
4651,H4
4652,H4
4653,H4
4654,H4
4655,H1
4656,H1
4657,H1
4658,H1
4659,H1
4660,H1
4661,H1
4662,H1
4663,H2
4664,H2
4665,H2
4666,H2
4667,H2
4668,H2
4669,H2
4670,H3
4671,H3
4672,H3
4673,H3
4674,H4
4675,H4
4676,H4
4677,H4
4678,H4
4679,H1
4680,H1
4681,H1
4682,H1
4683,H1
4684,H1
4685,H1
4686,H1
4687,H2
4688,H2
4689,H2
4690,H2
4691,H2
4692,H2
4693,H2
4694,H3
4695,H3
4696,H3
4697,H3
4698,H4
4699,H4
4700,H4
4701,H4
4702,H4
4703,H1
4704,H1
4705,H1
4706,H1
4707,H1
4708,H1
4709,H1
4710,H1
4711,H2
4712,H2
4713,H2
4714,H2
4715,H2
4716,H2
4717,H2
4718,H3
4719,H3
4720,H3
4721,H3
4722,H4
4723,H4
4724,H4
4725,H4
4726,H4
4727,H1
4728,H1
4729,H1
4730,H1
4731,H1
4732,H1
4733,H1
4734,H1
4735,H2
4736,H2
4737,H2
4738,H2
4739,H2
4740,H2
4741,H2
4742,H3
4743,H3
4744,H3
4745,H3
4746,H4
4747,H4
4748,H4
4749,H4
4750,H4
4751,H1
4752,H1
4753,H1
4754,H1
4755,H1
4756,H1
4757,H1
4758,H1
4759,H2
4760,H2
4761,H2
4762,H2
4763,H2
4764,H2
4765,H2
4766,H3
4767,H3
4768,H3
4769,H3
4770,H4
4771,H4
4772,H4
4773,H4
4774,H4
4775,H1
4776,H1
4777,H1
4778,H1
4779,H1
4780,H1
4781,H1
4782,H1
4783,H2
4784,H2
4785,H2
4786,H2
4787,H2
4788,H2
4789,H2
4790,H3
4791,H3
4792,H3
4793,H3
4794,H4
4795,H4
4796,H4
4797,H4
4798,H4
4799,H1
4800,H1
4801,H1
4802,H1
4803,H1
4804,H1
4805,H1
4806,H1
4807,H2
4808,H2
4809,H2
4810,H2
4811,H2
4812,H2
4813,H2
4814,H3
4815,H3
4816,H3
4817,H3
4818,H4
4819,H4
4820,H4
4821,H4
4822,H4
4823,H1
4824,H1
4825,H1
