tech,class,year,capcost,fom,vom,heatrate,fuelprice
Wind,6,2022,1578.5925,41.7869,0,0,0
Wind,6,2023,1560.9406,41.4323,0,0,0
Wind,6,2024,1542.3771,41.0777,0,0,0
Wind,6,2025,1522.9021,40.7231,0,0,0
Wind,6,2026,1502.5155,40.3685,0,0,0
Wind,6,2027,1481.2174,40.0138,0,0,0
Wind,6,2028,1459.0078,39.6592,0,0,0
Wind,6,2029,1435.8866,39.3046,0,0,0
Wind,6,2030,1411.8538,38.95,0,0,0
Wind,6,2031,1395.2966,38.6579,0,0,0
Wind,6,2032,1378.6566,38.3658,0,0,0
Wind,6,2033,1361.9339,38.0736,0,0,0
Wind,6,2034,1345.1284,37.7815,0,0,0
Wind,6,2035,1328.2401,37.4894,0,0,0
Wind,6,2036,1311.2691,37.1973,0,0,0
Wind,6,2037,1294.2153,36.9051,0,0,0
Wind,6,2038,1277.0787,36.613,0,0,0
Wind,6,2039,1259.8594,36.3209,0,0,0
Wind,6,2040,1242.5573,36.0288,0,0,0
Wind,6,2041,1225.1725,35.7366,0,0,0
Wind,6,2042,1207.7049,35.4445,0,0,0
Wind,6,2043,1190.1546,35.1524,0,0,0
Wind,6,2044,1172.5214,34.8603,0,0,0
Wind,6,2045,1154.8056,34.5681,0,0,0
Wind,6,2046,1137.0069,34.276,0,0,0
Wind,6,2047,1119.1255,33.9839,0,0,0
Wind,6,2048,1101.1614,33.6917,0,0,0
Wind,6,2049,1083.1145,33.3996,0,0,0
Wind,6,2050,1064.9848,33.1075,0,0,0
Wind,7,2010,1845.5489,43.2054,0,0,0
Wind,7,2011,1845.5489,43.2054,0,0,0
Wind,7,2012,1845.5489,43.2054,0,0,0
Wind,7,2013,1845.5489,43.2054,0,0,0
Wind,7,2014,1845.5489,43.2054,0,0,0
Wind,7,2015,1845.5489,43.2054,0,0,0
Wind,7,2016,1845.5489,43.2054,0,0,0
Wind,7,2017,1845.5489,43.2054,0,0,0
Wind,7,2018,1845.5489,43.2054,0,0,0
Wind,7,2019,1816.4008,42.8508,0,0,0
Wind,7,2020,1785.9813,42.4962,0,0,0
Wind,7,2021,1754.2903,42.1415,0,0,0
Wind,7,2022,1721.3277,41.7869,0,0,0
Wind,7,2023,1687.0937,41.4323,0,0,0
Wind,7,2024,1651.5882,41.0777,0,0,0
Wind,7,2025,1614.8112,40.7231,0,0,0
Wind,7,2026,1576.7627,40.3685,0,0,0
Wind,7,2027,1537.4427,40.0138,0,0,0
Wind,7,2028,1496.8512,39.6592,0,0,0
Wind,7,2029,1454.9883,39.3046,0,0,0
Wind,7,2030,1411.8538,38.95,0,0,0
Wind,7,2031,1400.9929,38.6579,0,0,0
Wind,7,2032,1390.0583,38.3658,0,0,0
Wind,7,2033,1379.0499,38.0736,0,0,0
Wind,7,2034,1367.9679,37.7815,0,0,0
Wind,7,2035,1356.812,37.4894,0,0,0
Wind,7,2036,1345.5825,37.1973,0,0,0
Wind,7,2037,1334.2792,36.9051,0,0,0
Wind,7,2038,1322.9022,36.613,0,0,0
Wind,7,2039,1311.4514,36.3209,0,0,0
Wind,7,2040,1299.9269,36.0288,0,0,0
Wind,7,2041,1288.3287,35.7366,0,0,0
Wind,7,2042,1276.6568,35.4445,0,0,0
Wind,7,2043,1264.9111,35.1524,0,0,0
Wind,7,2044,1253.0917,34.8603,0,0,0
Wind,7,2045,1241.1986,34.5681,0,0,0
Wind,7,2046,1229.2317,34.276,0,0,0
Wind,7,2047,1217.1911,33.9839,0,0,0
Wind,7,2048,1205.0767,33.6917,0,0,0
Wind,7,2049,1192.8887,33.3996,0,0,0
Wind,7,2050,1180.6269,33.1075,0,0,0
Wind,8,2010,2146.9047,43.2054,0,0,0
Wind,8,2011,2146.9047,43.2054,0,0,0
Wind,8,2012,2146.9047,43.2054,0,0,0
Wind,8,2013,2146.9047,43.2054,0,0,0
Wind,8,2014,2146.9047,43.2054,0,0,0
Wind,8,2015,2146.9047,43.2054,0,0,0
Wind,8,2016,2146.9047,43.2054,0,0,0
Wind,8,2017,2146.9047,43.2054,0,0,0
Wind,8,2018,2146.9047,43.2054,0,0,0
Wind,8,2019,2125.1673,42.8508,0,0,0
Wind,8,2020,2102.1334,42.4962,0,0,0
Wind,8,2021,2077.803,42.1415,0,0,0
Wind,8,2022,2052.1762,41.7869,0,0,0
Wind,8,2023,2025.2529,41.4323,0,0,0
Wind,8,2024,1997.0332,41.0777,0,0,0
Wind,8,2025,1967.517,40.7231,0,0,0
Wind,8,2026,1936.7044,40.3685,0,0,0
Wind,8,2027,1904.5953,40.0138,0,0,0
Wind,8,2028,1871.1897,39.6592,0,0,0
Wind,8,2029,1836.4877,39.3046,0,0,0
Wind,8,2030,1800.4892,38.95,0,0,0
Wind,8,2031,1779.8911,38.6579,0,0,0
Wind,8,2032,1759.1602,38.3658,0,0,0
Wind,8,2033,1738.2965,38.0736,0,0,0
Wind,8,2034,1717.3002,37.7815,0,0,0
Wind,8,2035,1696.1711,37.4894,0,0,0
Wind,8,2036,1674.9094,37.1973,0,0,0
Wind,8,2037,1653.5148,36.9051,0,0,0
Wind,8,2038,1631.9876,36.613,0,0,0
Wind,8,2039,1610.3276,36.3209,0,0,0
Wind,8,2040,1588.535,36.0288,0,0,0
Wind,8,2041,1566.6095,35.7366,0,0,0
Wind,8,2042,1544.5514,35.4445,0,0,0
Wind,8,2043,1522.3606,35.1524,0,0,0
Wind,8,2044,1500.037,34.8603,0,0,0
Wind,8,2045,1477.5807,34.5681,0,0,0
Wind,8,2046,1454.9917,34.276,0,0,0
Wind,8,2047,1432.2699,33.9839,0,0,0
Wind,8,2048,1409.4154,33.6917,0,0,0
Wind,8,2049,1386.4282,33.3996,0,0,0
Wind,8,2050,1363.3083,33.1075,0,0,0
Wind,9,2010,2614.2567,43.2054,0,0,0
Wind,9,2011,2614.2567,43.2054,0,0,0
Wind,9,2012,2614.2567,43.2054,0,0,0
Wind,9,2013,2614.2567,43.2054,0,0,0
Wind,9,2014,2614.2567,43.2054,0,0,0
Wind,9,2015,2614.2567,43.2054,0,0,0
Wind,9,2016,2614.2567,43.2054,0,0,0
Wind,9,2017,2614.2567,43.2054,0,0,0
Wind,9,2018,2614.2567,43.2054,0,0,0
Wind,9,2019,2559.2381,42.8508,0,0,0
Wind,9,2020,2501.8931,42.4962,0,0,0
Wind,9,2021,2442.2217,42.1415,0,0,0
Wind,9,2022,2380.2238,41.7869,0,0,0
Wind,9,2023,2315.8995,41.4323,0,0,0
Wind,9,2024,2249.2488,41.0777,0,0,0
Wind,9,2025,2180.2716,40.7231,0,0,0
Wind,9,2026,2108.968,40.3685,0,0,0
Wind,9,2027,2035.338,40.0138,0,0,0
Wind,9,2028,1959.3815,39.6592,0,0,0
Wind,9,2029,1881.0986,39.3046,0,0,0
Wind,9,2030,1800.4892,38.95,0,0,0
Wind,9,2031,1793.3962,38.6579,0,0,0
Wind,9,2032,1786.2202,38.3658,0,0,0
Wind,9,2033,1778.9612,38.0736,0,0,0
Wind,9,2034,1771.6193,37.7815,0,0,0
Wind,9,2035,1764.1944,37.4894,0,0,0
Wind,9,2036,1756.6866,37.1973,0,0,0
Wind,9,2037,1749.0959,36.9051,0,0,0
Wind,9,2038,1741.4222,36.613,0,0,0
Wind,9,2039,1733.6655,36.3209,0,0,0
Wind,9,2040,1725.8259,36.0288,0,0,0
Wind,9,2041,1717.9034,35.7366,0,0,0
Wind,9,2042,1709.8979,35.4445,0,0,0
Wind,9,2043,1701.8094,35.1524,0,0,0
Wind,9,2044,1693.638,34.8603,0,0,0
Wind,9,2045,1685.3836,34.5681,0,0,0
Wind,9,2046,1677.0463,34.276,0,0,0
Wind,9,2047,1668.6261,33.9839,0,0,0
Wind,9,2048,1660.1229,33.6917,0,0,0
Wind,9,2049,1651.5367,33.3996,0,0,0
Wind,9,2050,1642.8676,33.1075,0,0,0
Wind,10,2010,2740.5683,43.2054,0,0,0
Wind,10,2011,2740.5683,43.2054,0,0,0
Wind,10,2012,2740.5683,43.2054,0,0,0
Wind,10,2013,2740.5683,43.2054,0,0,0
Wind,10,2014,2740.5683,43.2054,0,0,0
Wind,10,2015,2740.5683,43.2054,0,0,0
Wind,10,2016,2740.5683,43.2054,0,0,0
Wind,10,2017,2740.5683,43.2054,0,0,0
Wind,10,2018,2740.5683,43.2054,0,0,0
Wind,10,2019,2688.3792,42.8508,0,0,0
Wind,10,2020,2634.0105,42.4962,0,0,0
Wind,10,2021,2577.4622,42.1415,0,0,0
Wind,10,2022,2518.7345,41.7869,0,0,0
Wind,10,2023,2457.8272,41.4323,0,0,0
Wind,10,2024,2394.7403,41.0777,0,0,0
Wind,10,2025,2329.474,40.7231,0,0,0
Wind,10,2026,2262.028,40.3685,0,0,0
Wind,10,2027,2192.4026,40.0138,0,0,0
Wind,10,2028,2120.5976,39.6592,0,0,0
Wind,10,2029,2046.6131,39.3046,0,0,0
Wind,10,2030,1970.449,38.95,0,0,0
Wind,10,2031,1956.2212,38.6579,0,0,0
Wind,10,2032,1941.8572,38.3658,0,0,0
Wind,10,2033,1927.3572,38.0736,0,0,0
Wind,10,2034,1912.7211,37.7815,0,0,0
Wind,10,2035,1897.9489,37.4894,0,0,0
Wind,10,2036,1883.0406,37.1973,0,0,0
Wind,10,2037,1867.9963,36.9051,0,0,0
Wind,10,2038,1852.8159,36.613,0,0,0
Wind,10,2039,1837.4994,36.3209,0,0,0
Wind,10,2040,1822.0468,36.0288,0,0,0
Wind,10,2041,1806.4582,35.7366,0,0,0
Wind,10,2042,1790.7334,35.4445,0,0,0
Wind,10,2043,1774.8726,35.1524,0,0,0
Wind,10,2044,1758.8757,34.8603,0,0,0
Wind,10,2045,1742.7427,34.5681,0,0,0
Wind,10,2046,1726.4737,34.276,0,0,0
Wind,10,2047,1710.0685,33.9839,0,0,0
Wind,10,2048,1693.5273,33.6917,0,0,0
Wind,10,2049,1676.85,33.3996,0,0,0
Wind,10,2050,1660.0367,33.1075,0,0,0
UPV,1,2010,4709.594368,23.54797184,0,0,0
UPV,1,2011,4374.091689,23.14747949,0,0,0
UPV,1,2012,4038.58901,22.74698714,0,0,0
UPV,1,2013,2802.933411,22.34649478,0,0,0
UPV,1,2014,2652.902304,22.80448,0,0,0
UPV,1,2015,2703.0016,17.43872,0,0,0
UPV,1,2016,2352.88576,18.82225359,0,0,0
UPV,1,2017,1458.9952,26.44724293,0,0,0
UPV,1,2018,1565.881911,18.76,0,0,0
UPV,1,2019,1375.377679,16.08,0,0,0
UPV,1,2020,1324.761493,15.85184692,0,0,0
UPV,1,2021,1274.145307,15.24618316,0,0,0
UPV,1,2022,1223.529121,14.64051939,0,0,0
UPV,1,2023,1172.912935,14.03485563,0,0,0
UPV,1,2024,1122.296749,13.42919187,0,0,0
UPV,1,2025,1071.680563,12.8235281,0,0,0
UPV,1,2026,1021.064377,12.21786434,0,0,0
UPV,1,2027,970.4481907,11.61220057,0,0,0
UPV,1,2028,919.8320047,11.00653681,0,0,0
UPV,1,2029,869.2158186,10.40087304,0,0,0
UPV,1,2030,818.5996326,9.795209279,0,0,0
UPV,1,2031,811.3279652,9.708197874,0,0,0
UPV,1,2032,804.0562977,9.621186468,0,0,0
UPV,1,2033,796.7846302,9.534175063,0,0,0
UPV,1,2034,789.5129628,9.447163657,0,0,0
UPV,1,2035,782.2412953,9.360152252,0,0,0
UPV,1,2036,774.9696278,9.273140846,0,0,0
UPV,1,2037,767.6979604,9.18612944,0,0,0
UPV,1,2038,760.4262929,9.099118035,0,0,0
UPV,1,2039,753.1546255,9.012106629,0,0,0
UPV,1,2040,745.882958,8.925095224,0,0,0
UPV,1,2041,738.6112905,8.838083818,0,0,0
UPV,1,2042,731.3396231,8.751072413,0,0,0
UPV,1,2043,724.0679556,8.664061007,0,0,0
UPV,1,2044,716.7962882,8.577049602,0,0,0
UPV,1,2045,709.5246207,8.490038196,0,0,0
UPV,1,2046,702.2529532,8.403026791,0,0,0
UPV,1,2047,694.9812858,8.316015385,0,0,0
UPV,1,2048,687.7096183,8.22900398,0,0,0
UPV,1,2049,680.4379508,8.141992574,0,0,0
UPV,1,2050,673.1662834,8.054981169,0,0,0
UPV,2,2010,4709.594368,23.54797184,0,0,0
UPV,2,2011,4374.091689,23.14747949,0,0,0
UPV,2,2012,4038.58901,22.74698714,0,0,0
UPV,2,2013,2802.933411,22.34649478,0,0,0
UPV,2,2014,2652.902304,22.80448,0,0,0
UPV,2,2015,2703.0016,17.43872,0,0,0
UPV,2,2016,2352.88576,18.82225359,0,0,0
UPV,2,2017,1458.9952,26.44724293,0,0,0
UPV,2,2018,1565.881911,18.76,0,0,0
UPV,2,2019,1375.377679,16.08,0,0,0
UPV,2,2020,1324.761493,15.85184692,0,0,0
UPV,2,2021,1274.145307,15.24618316,0,0,0
UPV,2,2022,1223.529121,14.64051939,0,0,0
UPV,2,2023,1172.912935,14.03485563,0,0,0
UPV,2,2024,1122.296749,13.42919187,0,0,0
UPV,2,2025,1071.680563,12.8235281,0,0,0
UPV,2,2026,1021.064377,12.21786434,0,0,0
UPV,2,2027,970.4481907,11.61220057,0,0,0
UPV,2,2028,919.8320047,11.00653681,0,0,0
UPV,2,2029,869.2158186,10.40087304,0,0,0
UPV,2,2030,818.5996326,9.795209279,0,0,0
UPV,2,2031,811.3279652,9.708197874,0,0,0
UPV,2,2032,804.0562977,9.621186468,0,0,0
UPV,2,2033,796.7846302,9.534175063,0,0,0
UPV,2,2034,789.5129628,9.447163657,0,0,0
UPV,2,2035,782.2412953,9.360152252,0,0,0
UPV,2,2036,774.9696278,9.273140846,0,0,0
UPV,2,2037,767.6979604,9.18612944,0,0,0
UPV,2,2038,760.4262929,9.099118035,0,0,0
UPV,2,2039,753.1546255,9.012106629,0,0,0
UPV,2,2040,745.882958,8.925095224,0,0,0
UPV,2,2041,738.6112905,8.838083818,0,0,0
UPV,2,2042,731.3396231,8.751072413,0,0,0
UPV,2,2043,724.0679556,8.664061007,0,0,0
UPV,2,2044,716.7962882,8.577049602,0,0,0
UPV,2,2045,709.5246207,8.490038196,0,0,0
UPV,2,2046,702.2529532,8.403026791,0,0,0
UPV,2,2047,694.9812858,8.316015385,0,0,0
UPV,2,2048,687.7096183,8.22900398,0,0,0
UPV,2,2049,680.4379508,8.141992574,0,0,0
UPV,2,2050,673.1662834,8.054981169,0,0,0
UPV,3,2010,4709.594368,23.54797184,0,0,0
UPV,3,2011,4374.091689,23.14747949,0,0,0
UPV,3,2012,4038.58901,22.74698714,0,0,0
UPV,3,2013,2802.933411,22.34649478,0,0,0
UPV,3,2014,2652.902304,22.80448,0,0,0
UPV,3,2015,2703.0016,17.43872,0,0,0
UPV,3,2016,2352.88576,18.82225359,0,0,0
UPV,3,2017,1458.9952,26.44724293,0,0,0
UPV,3,2018,1565.881911,18.76,0,0,0
UPV,3,2019,1375.377679,16.08,0,0,0
UPV,3,2020,1324.761493,15.85184692,0,0,0
UPV,3,2021,1274.145307,15.24618316,0,0,0
UPV,3,2022,1223.529121,14.64051939,0,0,0
UPV,3,2023,1172.912935,14.03485563,0,0,0
UPV,3,2024,1122.296749,13.42919187,0,0,0
UPV,3,2025,1071.680563,12.8235281,0,0,0
UPV,3,2026,1021.064377,12.21786434,0,0,0
UPV,3,2027,970.4481907,11.61220057,0,0,0
UPV,3,2028,919.8320047,11.00653681,0,0,0
UPV,3,2029,869.2158186,10.40087304,0,0,0
UPV,3,2030,818.5996326,9.795209279,0,0,0
UPV,3,2031,811.3279652,9.708197874,0,0,0
UPV,3,2032,804.0562977,9.621186468,0,0,0
UPV,3,2033,796.7846302,9.534175063,0,0,0
UPV,3,2034,789.5129628,9.447163657,0,0,0
UPV,3,2035,782.2412953,9.360152252,0,0,0
UPV,3,2036,774.9696278,9.273140846,0,0,0
UPV,3,2037,767.6979604,9.18612944,0,0,0
UPV,3,2038,760.4262929,9.099118035,0,0,0
UPV,3,2039,753.1546255,9.012106629,0,0,0
UPV,3,2040,745.882958,8.925095224,0,0,0
UPV,3,2041,738.6112905,8.838083818,0,0,0
UPV,3,2042,731.3396231,8.751072413,0,0,0
UPV,3,2043,724.0679556,8.664061007,0,0,0
UPV,3,2044,716.7962882,8.577049602,0,0,0
UPV,3,2045,709.5246207,8.490038196,0,0,0
UPV,3,2046,702.2529532,8.403026791,0,0,0
UPV,3,2047,694.9812858,8.316015385,0,0,0
UPV,3,2048,687.7096183,8.22900398,0,0,0
UPV,3,2049,680.4379508,8.141992574,0,0,0
UPV,3,2050,673.1662834,8.054981169,0,0,0
UPV,4,2010,4709.594368,23.54797184,0,0,0
UPV,4,2011,4374.091689,23.14747949,0,0,0
UPV,4,2012,4038.58901,22.74698714,0,0,0
UPV,4,2013,2802.933411,22.34649478,0,0,0
UPV,4,2014,2652.902304,22.80448,0,0,0
UPV,4,2015,2703.0016,17.43872,0,0,0
UPV,4,2016,2352.88576,18.82225359,0,0,0
UPV,4,2017,1458.9952,26.44724293,0,0,0
UPV,4,2018,1565.881911,18.76,0,0,0
UPV,4,2019,1375.377679,16.08,0,0,0
UPV,4,2020,1324.761493,15.85184692,0,0,0
UPV,4,2021,1274.145307,15.24618316,0,0,0
UPV,4,2022,1223.529121,14.64051939,0,0,0
UPV,4,2023,1172.912935,14.03485563,0,0,0
UPV,4,2024,1122.296749,13.42919187,0,0,0
UPV,4,2025,1071.680563,12.8235281,0,0,0
UPV,4,2026,1021.064377,12.21786434,0,0,0
UPV,4,2027,970.4481907,11.61220057,0,0,0
UPV,4,2028,919.8320047,11.00653681,0,0,0
UPV,4,2029,869.2158186,10.40087304,0,0,0
UPV,4,2030,818.5996326,9.795209279,0,0,0
UPV,4,2031,811.3279652,9.708197874,0,0,0
UPV,4,2032,804.0562977,9.621186468,0,0,0
UPV,4,2033,796.7846302,9.534175063,0,0,0
UPV,4,2034,789.5129628,9.447163657,0,0,0
UPV,4,2035,782.2412953,9.360152252,0,0,0
UPV,4,2036,774.9696278,9.273140846,0,0,0
UPV,4,2037,767.6979604,9.18612944,0,0,0
UPV,4,2038,760.4262929,9.099118035,0,0,0
UPV,4,2039,753.1546255,9.012106629,0,0,0
UPV,4,2040,745.882958,8.925095224,0,0,0
UPV,4,2041,738.6112905,8.838083818,0,0,0
UPV,4,2042,731.3396231,8.751072413,0,0,0
UPV,4,2043,724.0679556,8.664061007,0,0,0
UPV,4,2044,716.7962882,8.577049602,0,0,0
UPV,4,2045,709.5246207,8.490038196,0,0,0
UPV,4,2046,702.2529532,8.403026791,0,0,0
UPV,4,2047,694.9812858,8.316015385,0,0,0
UPV,4,2048,687.7096183,8.22900398,0,0,0
UPV,4,2049,680.4379508,8.141992574,0,0,0
UPV,4,2050,673.1662834,8.054981169,0,0,0
UPV,5,2010,4709.594368,23.54797184,0,0,0
UPV,5,2011,4374.091689,23.14747949,0,0,0
UPV,5,2012,4038.58901,22.74698714,0,0,0
UPV,5,2013,2802.933411,22.34649478,0,0,0
UPV,5,2014,2652.902304,22.80448,0,0,0
UPV,5,2015,2703.0016,17.43872,0,0,0
UPV,5,2016,2352.88576,18.82225359,0,0,0
UPV,5,2017,1458.9952,26.44724293,0,0,0
UPV,5,2018,1565.881911,18.76,0,0,0
UPV,5,2019,1375.377679,16.08,0,0,0
UPV,5,2020,1324.761493,15.85184692,0,0,0
UPV,5,2021,1274.145307,15.24618316,0,0,0
UPV,5,2022,1223.529121,14.64051939,0,0,0
UPV,5,2023,1172.912935,14.03485563,0,0,0
UPV,5,2024,1122.296749,13.42919187,0,0,0
UPV,5,2025,1071.680563,12.8235281,0,0,0
UPV,5,2026,1021.064377,12.21786434,0,0,0
UPV,5,2027,970.4481907,11.61220057,0,0,0
UPV,5,2028,919.8320047,11.00653681,0,0,0
UPV,5,2029,869.2158186,10.40087304,0,0,0
UPV,5,2030,818.5996326,9.795209279,0,0,0
UPV,5,2031,811.3279652,9.708197874,0,0,0
UPV,5,2032,804.0562977,9.621186468,0,0,0
UPV,5,2033,796.7846302,9.534175063,0,0,0
UPV,5,2034,789.5129628,9.447163657,0,0,0
UPV,5,2035,782.2412953,9.360152252,0,0,0
UPV,5,2036,774.9696278,9.273140846,0,0,0
UPV,5,2037,767.6979604,9.18612944,0,0,0
UPV,5,2038,760.4262929,9.099118035,0,0,0
UPV,5,2039,753.1546255,9.012106629,0,0,0
UPV,5,2040,745.882958,8.925095224,0,0,0
UPV,5,2041,738.6112905,8.838083818,0,0,0
UPV,5,2042,731.3396231,8.751072413,0,0,0
UPV,5,2043,724.0679556,8.664061007,0,0,0
UPV,5,2044,716.7962882,8.577049602,0,0,0
UPV,5,2045,709.5246207,8.490038196,0,0,0
UPV,5,2046,702.2529532,8.403026791,0,0,0
UPV,5,2047,694.9812858,8.316015385,0,0,0
UPV,5,2048,687.7096183,8.22900398,0,0,0
UPV,5,2049,680.4379508,8.141992574,0,0,0
UPV,5,2050,673.1662834,8.054981169,0,0,0
UPV,6,2010,4709.594368,23.54797184,0,0,0
UPV,6,2011,4374.091689,23.14747949,0,0,0
UPV,6,2012,4038.58901,22.74698714,0,0,0
UPV,6,2013,2802.933411,22.34649478,0,0,0
UPV,6,2014,2652.902304,22.80448,0,0,0
UPV,6,2015,2703.0016,17.43872,0,0,0
UPV,6,2016,2352.88576,18.82225359,0,0,0
UPV,6,2017,1458.9952,26.44724293,0,0,0
UPV,6,2018,1565.881911,18.76,0,0,0
UPV,6,2019,1375.377679,16.08,0,0,0
UPV,6,2020,1324.761493,15.85184692,0,0,0
UPV,6,2021,1274.145307,15.24618316,0,0,0
UPV,6,2022,1223.529121,14.64051939,0,0,0
UPV,6,2023,1172.912935,14.03485563,0,0,0
UPV,6,2024,1122.296749,13.42919187,0,0,0
UPV,6,2025,1071.680563,12.8235281,0,0,0
UPV,6,2026,1021.064377,12.21786434,0,0,0
UPV,6,2027,970.4481907,11.61220057,0,0,0
UPV,6,2028,919.8320047,11.00653681,0,0,0
UPV,6,2029,869.2158186,10.40087304,0,0,0
UPV,6,2030,818.5996326,9.795209279,0,0,0
UPV,6,2031,811.3279652,9.708197874,0,0,0
UPV,6,2032,804.0562977,9.621186468,0,0,0
UPV,6,2033,796.7846302,9.534175063,0,0,0
UPV,6,2034,789.5129628,9.447163657,0,0,0
UPV,6,2035,782.2412953,9.360152252,0,0,0
UPV,6,2036,774.9696278,9.273140846,0,0,0
UPV,6,2037,767.6979604,9.18612944,0,0,0
UPV,6,2038,760.4262929,9.099118035,0,0,0
UPV,6,2039,753.1546255,9.012106629,0,0,0
UPV,6,2040,745.882958,8.925095224,0,0,0
UPV,6,2041,738.6112905,8.838083818,0,0,0
UPV,6,2042,731.3396231,8.751072413,0,0,0
UPV,6,2043,724.0679556,8.664061007,0,0,0
UPV,6,2044,716.7962882,8.577049602,0,0,0
UPV,6,2045,709.5246207,8.490038196,0,0,0
UPV,6,2046,702.2529532,8.403026791,0,0,0
UPV,6,2047,694.9812858,8.316015385,0,0,0
UPV,6,2048,687.7096183,8.22900398,0,0,0
UPV,6,2049,680.4379508,8.141992574,0,0,0
UPV,6,2050,673.1662834,8.054981169,0,0,0
UPV,7,2010,4709.594368,23.54797184,0,0,0
UPV,7,2011,4374.091689,23.14747949,0,0,0
UPV,7,2012,4038.58901,22.74698714,0,0,0
UPV,7,2013,2802.933411,22.34649478,0,0,0
UPV,7,2014,2652.902304,22.80448,0,0,0
UPV,7,2015,2703.0016,17.43872,0,0,0
UPV,7,2016,2352.88576,18.82225359,0,0,0
UPV,7,2017,1458.9952,26.44724293,0,0,0
UPV,7,2018,1565.881911,18.76,0,0,0
UPV,7,2019,1375.377679,16.08,0,0,0
UPV,7,2020,1324.761493,15.85184692,0,0,0
UPV,7,2021,1274.145307,15.24618316,0,0,0
UPV,7,2022,1223.529121,14.64051939,0,0,0
UPV,7,2023,1172.912935,14.03485563,0,0,0
UPV,7,2024,1122.296749,13.42919187,0,0,0
UPV,7,2025,1071.680563,12.8235281,0,0,0
UPV,7,2026,1021.064377,12.21786434,0,0,0
UPV,7,2027,970.4481907,11.61220057,0,0,0
UPV,7,2028,919.8320047,11.00653681,0,0,0
UPV,7,2029,869.2158186,10.40087304,0,0,0
UPV,7,2030,818.5996326,9.795209279,0,0,0
UPV,7,2031,811.3279652,9.708197874,0,0,0
UPV,7,2032,804.0562977,9.621186468,0,0,0
UPV,7,2033,796.7846302,9.534175063,0,0,0
UPV,7,2034,789.5129628,9.447163657,0,0,0
UPV,7,2035,782.2412953,9.360152252,0,0,0
UPV,7,2036,774.9696278,9.273140846,0,0,0
UPV,7,2037,767.6979604,9.18612944,0,0,0
UPV,7,2038,760.4262929,9.099118035,0,0,0
UPV,7,2039,753.1546255,9.012106629,0,0,0
UPV,7,2040,745.882958,8.925095224,0,0,0
UPV,7,2041,738.6112905,8.838083818,0,0,0
UPV,7,2042,731.3396231,8.751072413,0,0,0
UPV,7,2043,724.0679556,8.664061007,0,0,0
UPV,7,2044,716.7962882,8.577049602,0,0,0
UPV,7,2045,709.5246207,8.490038196,0,0,0
UPV,7,2046,702.2529532,8.403026791,0,0,0
UPV,7,2047,694.9812858,8.316015385,0,0,0
UPV,7,2048,687.7096183,8.22900398,0,0,0
UPV,7,2049,680.4379508,8.141992574,0,0,0
UPV,7,2050,673.1662834,8.054981169,0,0,0
UPV,8,2010,4709.594368,23.54797184,0,0,0
UPV,8,2011,4374.091689,23.14747949,0,0,0
UPV,8,2012,4038.58901,22.74698714,0,0,0
UPV,8,2013,2802.933411,22.34649478,0,0,0
UPV,8,2014,2652.902304,22.80448,0,0,0
UPV,8,2015,2703.0016,17.43872,0,0,0
UPV,8,2016,2352.88576,18.82225359,0,0,0
UPV,8,2017,1458.9952,26.44724293,0,0,0
UPV,8,2018,1565.881911,18.76,0,0,0
UPV,8,2019,1375.377679,16.08,0,0,0
UPV,8,2020,1324.761493,15.85184692,0,0,0
UPV,8,2021,1274.145307,15.24618316,0,0,0
UPV,8,2022,1223.529121,14.64051939,0,0,0
UPV,8,2023,1172.912935,14.03485563,0,0,0
UPV,8,2024,1122.296749,13.42919187,0,0,0
UPV,8,2025,1071.680563,12.8235281,0,0,0
UPV,8,2026,1021.064377,12.21786434,0,0,0
UPV,8,2027,970.4481907,11.61220057,0,0,0
UPV,8,2028,919.8320047,11.00653681,0,0,0
UPV,8,2029,869.2158186,10.40087304,0,0,0
UPV,8,2030,818.5996326,9.795209279,0,0,0
UPV,8,2031,811.3279652,9.708197874,0,0,0
UPV,8,2032,804.0562977,9.621186468,0,0,0
UPV,8,2033,796.7846302,9.534175063,0,0,0
UPV,8,2034,789.5129628,9.447163657,0,0,0
UPV,8,2035,782.2412953,9.360152252,0,0,0
UPV,8,2036,774.9696278,9.273140846,0,0,0
UPV,8,2037,767.6979604,9.18612944,0,0,0
UPV,8,2038,760.4262929,9.099118035,0,0,0
UPV,8,2039,753.1546255,9.012106629,0,0,0
UPV,8,2040,745.882958,8.925095224,0,0,0
UPV,8,2041,738.6112905,8.838083818,0,0,0
UPV,8,2042,731.3396231,8.751072413,0,0,0
UPV,8,2043,724.0679556,8.664061007,0,0,0
UPV,8,2044,716.7962882,8.577049602,0,0,0
UPV,8,2045,709.5246207,8.490038196,0,0,0
UPV,8,2046,702.2529532,8.403026791,0,0,0
UPV,8,2047,694.9812858,8.316015385,0,0,0
UPV,8,2048,687.7096183,8.22900398,0,0,0
UPV,8,2049,680.4379508,8.141992574,0,0,0
UPV,8,2050,673.1662834,8.054981169,0,0,0
UPV,9,2010,4709.594368,23.54797184,0,0,0
UPV,9,2011,4374.091689,23.14747949,0,0,0
UPV,9,2012,4038.58901,22.74698714,0,0,0
UPV,9,2013,2802.933411,22.34649478,0,0,0
UPV,9,2014,2652.902304,22.80448,0,0,0
UPV,9,2015,2703.0016,17.43872,0,0,0
